"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","Extroversion","Neuroticism","Agreeableness","Conscientiousness","openness"
43,"Unanswered","US",3,4,5,3,4,3,4,4,5,2,2,2,4,4,3,0.8,0.67,0.87,0.4,0.73
23,"Unanswered","DK",2,4,5,2,2,3,5,5,3,5,5,2,4,5,4,0.73,0.47,0.87,0.8,0.87
18,"Female","AR",3,5,5,2,2,3,5,3,5,2,5,1,5,5,5,0.87,0.47,0.87,0.53,1
19,"Female","AL",1,2,2,4,4,3,3,3,3,3,3,2,4,4,4,0.33,0.73,0.6,0.53,0.8
23,"Unanswered","DK",3,4,3,2,4,1,5,5,3,4,5,4,3,5,3,0.67,0.47,0.87,0.87,0.73
21,"Female","DK",3,3,4,4,4,3,4,4,3,2,4,1,3,4,4,0.67,0.73,0.73,0.47,0.73
18,"Unanswered","PH",2,2,2,4,4,2,4,3,2,3,4,4,4,4,3,0.4,0.67,0.6,0.73,0.73
16,"Unanswered","GB",2,3,3,4,4,5,4,4,3,3,2,2,4,3,3,0.53,0.87,0.73,0.47,0.67
22,"Unanswered","IN",5,5,5,3,5,3,4,5,4,4,3,3,4,5,4,1,0.73,0.87,0.67,0.87
22,"Unanswered","MY",3,4,3,2,3,4,3,5,5,3,5,2,4,4,3,0.67,0.6,0.87,0.67,0.73
29,"Unanswered","AU",4,3,2,3,5,3,3,4,4,2,2,4,3,4,4,0.6,0.73,0.73,0.53,0.73
37,"Female","SG",1,4,4,3,3,3,5,5,4,4,5,5,3,4,3,0.6,0.6,0.93,0.93,0.67
21,"Female","DK",3,3,4,1,4,1,4,3,4,4,4,2,4,5,4,0.67,0.4,0.73,0.67,0.87
38,"Unanswered","AU",3,2,3,4,3,2,3,4,3,2,4,3,5,4,3,0.53,0.6,0.67,0.6,0.8
28,"Unanswered","RS",1,5,5,2,2,2,2,5,5,5,5,3,5,5,5,0.73,0.4,0.8,0.87,1
17,"Unanswered","US",4,4,5,4,5,3,5,5,5,5,5,5,5,5,5,0.87,0.8,1,1,1
33,"Unanswered","US",2,3,5,5,5,3,4,3,4,4,5,3,5,4,5,0.67,0.87,0.73,0.8,0.93
34,"Female","GB",3,5,4,2,3,1,5,4,4,4,5,4,4,4,4,0.8,0.4,0.87,0.87,0.8
23,"Unanswered","DK",4,5,4,3,3,2,5,5,4,3,3,4,3,4,4,0.87,0.53,0.93,0.67,0.73
36,"Female","CA",3,4,4,2,2,5,3,2,3,1,4,5,5,5,5,0.73,0.6,0.53,0.67,1
21,"Female","MY",1,2,1,2,4,3,3,3,3,3,3,2,3,3,3,0.27,0.6,0.6,0.53,0.6
15,"Unanswered","GB",2,3,3,5,5,5,4,4,4,1,5,3,5,5,4,0.53,1,0.8,0.6,0.93
20,"Female","DE",2,3,2,4,5,3,5,4,4,4,5,4,5,4,5,0.47,0.8,0.87,0.87,0.93
16,"Unanswered","SK",2,1,3,3,5,5,5,5,5,5,5,5,5,5,5,0.4,0.87,1,1,1
17,"Unanswered","GB",2,3,4,3,5,2,3,5,3,3,4,2,4,4,4,0.6,0.67,0.73,0.6,0.8
21,"Female","MY",3,3,3,3,4,4,3,3,4,4,3,4,3,3,4,0.6,0.73,0.67,0.73,0.67
37,"Female","US",2,3,4,3,4,3,4,3,4,4,4,5,4,4,5,0.6,0.67,0.73,0.87,0.87
22,"Female","US",2,3,3,4,4,4,4,4,4,4,4,4,3,4,3,0.53,0.8,0.8,0.8,0.67
37,"Female","AU",4,5,5,2,4,2,5,4,4,3,5,2,5,4,4,0.93,0.53,0.87,0.67,0.87
21,"Unanswered","ZA",4,5,5,5,5,3,5,5,4,4,2,3,3,4,3,0.93,0.87,0.93,0.6,0.67
20,"Female","IN",5,2,5,5,5,3,5,5,2,3,5,2,3,3,3,0.8,0.87,0.8,0.67,0.6
18,"Unanswered","PH",4,4,5,4,4,2,4,5,4,4,5,2,3,4,4,0.87,0.67,0.87,0.73,0.73
23,"Unanswered","IE",3,4,4,3,4,3,4,4,4,4,4,4,3,4,3,0.73,0.67,0.8,0.8,0.67
27,"Female","IN",5,5,4,1,4,1,5,4,5,4,5,4,5,5,4,0.93,0.4,0.93,0.87,0.93
44,"Female","US",2,2,2,4,4,2,3,4,4,4,4,4,4,4,4,0.4,0.67,0.73,0.8,0.8
17,"Unanswered","IN",3,1,2,3,5,5,4,5,2,3,2,4,4,2,4,0.4,0.87,0.73,0.6,0.67
20,"Unanswered","MY",2,2,3,3,4,3,3,3,3,4,4,4,2,4,2,0.47,0.67,0.6,0.8,0.53
23,"Unanswered","AU",3,3,3,2,4,2,5,5,4,4,5,3,5,5,5,0.6,0.53,0.93,0.8,1
18,"Unanswered","PK",5,5,5,5,5,5,5,5,5,1,5,1,1,5,5,1,1,1,0.47,0.73
25,"Female","CA",4,5,3,1,3,1,4,5,5,5,4,3,3,5,3,0.8,0.33,0.93,0.8,0.73
31,"Unanswered","US",4,4,4,3,3,3,4,5,5,4,4,4,4,4,5,0.8,0.6,0.93,0.8,0.87
19,"Female","MY",4,3,4,1,4,1,3,5,4,2,4,3,3,4,3,0.73,0.4,0.8,0.6,0.67
16,"Unanswered","SG",1,4,1,5,5,3,4,5,5,5,5,5,5,5,3,0.4,0.87,0.93,1,0.87
49,"Female","GB",3,5,5,2,4,1,5,5,4,4,5,2,5,4,5,0.87,0.47,0.93,0.73,0.93
21,"Unanswered","JP",2,2,2,4,4,5,2,3,2,4,4,2,4,5,3,0.4,0.87,0.47,0.67,0.8
31,"Unanswered","CA",1,1,3,5,5,4,3,4,3,3,4,3,5,3,5,0.33,0.93,0.67,0.67,0.87
32,"Unanswered","CA",4,5,5,5,5,5,5,5,5,1,4,2,5,5,5,0.93,1,1,0.47,1
17,"Unanswered","GB",2,4,3,1,3,2,4,4,3,2,3,4,3,1,3,0.6,0.4,0.73,0.6,0.47
23,"Unanswered","PT",2,2,2,3,4,2,4,2,3,3,4,2,2,3,4,0.4,0.6,0.6,0.6,0.6
23,"Unanswered","DK",3,2,3,4,4,4,3,4,2,5,3,5,4,5,4,0.53,0.8,0.6,0.87,0.87
21,"Unanswered","PK",4,5,5,4,4,2,5,5,5,4,3,5,5,5,4,0.93,0.67,1,0.8,0.93
21,"Unanswered","MY",2,2,2,3,4,3,5,4,3,1,4,4,5,4,4,0.4,0.67,0.8,0.6,0.87
21,"Female","US",4,5,5,4,5,1,5,4,4,4,4,4,5,4,4,0.93,0.67,0.87,0.8,0.87
18,"Unanswered","US",4,5,5,2,1,2,5,3,5,4,4,3,5,5,4,0.93,0.33,0.87,0.73,0.93
29,"Female","IN",1,5,3,5,5,5,5,4,3,1,5,3,5,2,5,0.6,1,0.8,0.6,0.8
18,"Unanswered","AE",2,2,3,1,2,3,2,4,3,5,3,5,3,4,3,0.47,0.4,0.6,0.87,0.67
32,"Female","NG",4,5,5,1,1,2,4,3,5,4,3,3,5,5,5,0.93,0.27,0.8,0.67,1
37,"Unanswered","DK",4,4,4,4,4,3,5,4,3,3,4,3,4,3,4,0.8,0.73,0.8,0.67,0.73
25,"Unanswered","BG",3,4,1,5,5,4,4,5,5,5,2,4,5,5,4,0.53,0.93,0.93,0.73,0.93
45,"Unanswered","US",3,3,4,3,4,4,3,3,2,2,3,2,4,2,4,0.67,0.73,0.53,0.47,0.67
22,"Unanswered","US",3,5,5,5,5,3,5,5,5,1,5,2,5,5,5,0.87,0.87,1,0.53,1
23,"Unanswered","DK",3,4,2,2,3,3,5,5,3,4,4,4,5,5,4,0.6,0.53,0.87,0.8,0.93
25,"Female","AT",1,3,3,2,4,4,4,4,3,4,5,3,4,4,4,0.47,0.67,0.73,0.8,0.8
34,"Unanswered","IN",1,3,3,4,4,4,4,4,4,2,2,4,3,4,3,0.47,0.8,0.8,0.53,0.67
34,"Unanswered","CA",4,5,5,1,1,1,5,5,5,5,5,5,5,5,5,0.93,0.2,1,1,1
50,"Unanswered","GB",4,5,5,3,3,5,5,4,5,3,3,3,3,3,5,0.93,0.73,0.93,0.6,0.73
25,"Unanswered","DK",3,5,5,2,2,1,5,5,4,3,3,3,5,3,3,0.87,0.33,0.93,0.6,0.73
16,"Unanswered","US",1,1,1,5,5,5,4,5,3,3,5,1,5,5,5,0.2,1,0.8,0.6,1
37,"Female","CY",2,3,2,4,3,3,3,3,2,4,5,4,5,5,5,0.47,0.67,0.53,0.87,1
14,"Female","US",5,5,5,2,4,5,5,5,5,5,2,5,5,5,5,1,0.73,1,0.8,1
18,"Unanswered","NL",3,3,3,4,5,5,4,4,3,4,5,2,5,4,5,0.6,0.93,0.73,0.73,0.93
19,"Unanswered","US",3,3,4,4,4,3,4,5,3,4,5,3,5,4,5,0.67,0.73,0.8,0.8,0.93
44,"Unanswered","GB",2,4,5,3,3,2,5,2,4,4,4,2,5,4,4,0.73,0.53,0.73,0.67,0.87
25,"Female","AU",2,3,3,5,4,4,3,3,3,3,4,2,4,3,2,0.53,0.87,0.6,0.6,0.6
19,"Unanswered","GB",4,3,5,5,5,4,3,4,4,4,4,4,5,4,4,0.8,0.93,0.73,0.8,0.87
18,"Female","RO",1,2,2,2,5,1,5,3,1,4,5,5,5,3,4,0.33,0.53,0.6,0.93,0.8
41,"Unanswered","IE",4,5,5,4,4,4,4,4,4,4,4,3,5,5,5,0.93,0.8,0.8,0.73,1
19,"Unanswered","FR",1,1,2,5,5,4,3,5,3,3,3,4,5,3,5,0.27,0.93,0.73,0.67,0.87
19,"Female","IN",1,1,2,4,5,3,3,2,4,2,3,1,1,4,1,0.27,0.8,0.6,0.4,0.4
21,"Unanswered","DK",2,4,4,4,4,5,4,4,3,4,3,4,3,4,2,0.67,0.87,0.73,0.73,0.6
22,"Unanswered","US",3,4,4,3,4,2,5,5,5,3,4,4,5,4,3,0.73,0.6,1,0.73,0.8
27,"Unanswered","US",3,3,3,3,4,4,5,4,3,4,4,4,4,3,3,0.6,0.73,0.8,0.8,0.67
15,"Unanswered","GB",2,4,5,3,4,2,4,4,3,1,2,3,3,5,4,0.73,0.6,0.73,0.4,0.8
18,"Unanswered","IN",4,2,3,2,4,5,2,1,3,1,3,2,2,1,2,0.6,0.73,0.4,0.4,0.33
20,"Unanswered","US",2,2,4,5,5,3,3,5,3,4,3,4,5,3,4,0.53,0.87,0.73,0.73,0.8
42,"Female","DO",4,5,4,2,5,4,4,5,2,5,5,2,5,5,5,0.87,0.73,0.73,0.8,1
14,"Unanswered","GB",2,2,2,5,5,4,5,3,3,3,4,3,5,4,5,0.4,0.93,0.73,0.67,0.93
22,"Female","SV",4,5,3,4,4,4,4,4,5,2,2,3,5,4,4,0.8,0.8,0.87,0.47,0.87
23,"Unanswered","GR",3,4,5,3,3,2,5,5,4,4,4,4,4,4,4,0.8,0.53,0.93,0.8,0.8
21,"Unanswered","US",5,5,5,1,4,3,5,5,5,5,5,5,5,5,5,1,0.53,1,1,1
36,"Unanswered","US",2,1,2,5,5,5,4,4,2,2,3,5,5,3,5,0.33,1,0.67,0.67,0.87
14,"Unanswered","GB",5,5,5,1,2,5,4,1,5,1,2,1,5,4,5,1,0.53,0.67,0.27,0.93
22,"Unanswered","PK",5,4,2,5,5,5,2,4,3,3,5,3,5,4,3,0.73,1,0.6,0.73,0.8
22,"Unanswered","NZ",2,2,3,3,4,2,5,5,3,3,3,4,5,4,4,0.47,0.6,0.87,0.67,0.87
39,"Female","US",3,4,4,4,5,1,5,5,5,4,5,3,4,4,3,0.73,0.67,1,0.8,0.73
28,"Unanswered","PL",1,1,1,4,4,3,1,2,3,3,3,2,5,4,4,0.2,0.73,0.4,0.53,0.87
21,"Female","ID",2,4,2,4,5,2,3,3,3,2,4,2,5,4,2,0.53,0.73,0.6,0.53,0.73
25,"Unanswered","US",5,4,3,3,4,2,5,5,3,3,5,3,5,5,4,0.8,0.6,0.87,0.73,0.93
21,"Unanswered","US",3,4,4,3,4,4,4,4,4,3,4,4,4,3,3,0.73,0.73,0.8,0.73,0.67
25,"Unanswered","US",4,5,5,3,3,2,5,5,4,4,5,4,5,5,5,0.93,0.53,0.93,0.87,1
20,"Female","DE",4,5,5,3,4,3,5,5,4,3,4,3,5,5,5,0.93,0.67,0.93,0.67,1
23,"Unanswered","US",4,5,4,3,3,1,4,3,5,4,4,3,3,4,4,0.87,0.47,0.8,0.73,0.73
29,"Female","ES",4,5,3,1,1,1,5,4,4,3,5,2,5,5,4,0.8,0.2,0.87,0.67,0.93
44,"Unanswered","US",4,4,5,4,4,3,5,4,5,4,3,4,5,2,5,0.87,0.73,0.93,0.73,0.8
16,"Male","AU",3,1,1,3,5,5,3,5,3,2,5,2,5,5,4,0.33,0.87,0.73,0.6,0.93
22,"Unanswered","US",4,3,3,4,5,4,5,5,3,4,5,3,4,4,5,0.67,0.87,0.87,0.8,0.87
27,"Unanswered","CA",1,4,4,4,4,4,5,4,2,2,4,4,5,5,4,0.6,0.8,0.73,0.67,0.93
19,"Female","US",2,2,2,5,4,3,4,5,3,1,3,1,5,5,5,0.4,0.8,0.8,0.33,1
27,"Unanswered","US",5,4,5,5,4,3,3,4,5,3,3,4,5,3,5,0.93,0.8,0.8,0.67,0.87
17,"Unanswered","IN",4,4,3,4,4,3,3,4,3,2,4,1,4,4,5,0.73,0.73,0.67,0.47,0.87
19,"Unanswered","US",2,3,3,4,4,2,4,4,3,3,4,1,4,2,3,0.53,0.67,0.73,0.53,0.6
27,"Female","US",2,3,2,1,2,1,4,4,5,2,4,2,3,5,5,0.47,0.27,0.87,0.53,0.87
20,"Female","US",3,4,4,5,5,4,5,5,5,4,5,4,4,5,4,0.73,0.93,1,0.87,0.87
14,"Unanswered","US",4,4,4,4,4,3,5,4,4,3,4,2,5,4,4,0.8,0.73,0.87,0.6,0.87
33,"Female","US",4,5,5,2,2,3,5,5,5,4,5,5,5,5,4,0.93,0.47,1,0.93,0.93
13,"Unanswered","PR",1,3,3,3,5,4,5,5,4,5,5,4,5,5,5,0.47,0.8,0.93,0.93,1
26,"Unanswered","AT",2,4,3,3,4,4,4,5,4,2,1,1,5,2,3,0.6,0.73,0.87,0.27,0.67
16,"Unanswered","GB",4,5,4,4,4,3,4,5,5,4,5,4,5,3,5,0.87,0.73,0.93,0.87,0.87
35,"Unanswered","DK",4,4,5,3,4,4,5,5,3,2,5,2,5,4,5,0.87,0.73,0.87,0.6,0.93
19,"Unanswered","US",1,1,2,5,5,2,4,5,4,3,4,3,5,4,5,0.27,0.8,0.87,0.67,0.93
22,"Unanswered","HR",2,4,3,4,4,4,3,2,4,4,4,4,4,4,3,0.6,0.8,0.6,0.8,0.73
63,"Unanswered","US",3,5,5,3,3,2,5,5,4,4,4,4,3,4,4,0.87,0.53,0.93,0.8,0.73
56,"Unanswered","CA",3,2,3,1,5,3,3,3,3,3,5,3,5,5,5,0.53,0.6,0.6,0.73,1
57,"Unanswered","US",4,5,4,5,5,4,5,4,4,2,5,1,5,5,5,0.87,0.93,0.87,0.53,1
45,"Unanswered","US",3,5,5,2,5,1,5,3,4,4,5,3,4,5,4,0.87,0.53,0.8,0.8,0.87
23,"Unanswered","US",2,4,3,4,3,3,5,5,4,3,2,5,5,3,3,0.6,0.67,0.93,0.67,0.73
27,"Unanswered","US",3,4,3,5,5,4,4,3,3,4,4,4,2,4,4,0.67,0.93,0.67,0.8,0.67
49,"Unanswered","US",2,2,2,5,5,4,5,5,1,4,3,4,5,4,4,0.4,0.93,0.73,0.73,0.87
21,"Unanswered","US",1,2,2,5,5,4,3,4,3,2,3,2,5,1,3,0.33,0.93,0.67,0.47,0.6
44,"Other","GB",4,5,5,2,4,2,4,5,4,3,4,3,5,5,5,0.93,0.53,0.87,0.67,1
20,"Unanswered","US",4,3,2,4,5,3,4,3,3,4,3,4,4,4,3,0.6,0.8,0.67,0.73,0.73
14,"Female","US",1,3,3,4,5,4,3,5,3,3,5,2,5,5,5,0.47,0.87,0.73,0.67,1
67,"Unanswered","US",3,5,5,3,5,3,5,4,4,4,5,4,3,5,3,0.87,0.73,0.87,0.87,0.73
34,"Unanswered","BR",3,4,3,4,4,2,2,4,4,4,5,2,4,4,4,0.67,0.67,0.67,0.73,0.8
23,"Female","US",3,4,4,4,4,2,4,4,4,3,4,2,5,5,5,0.73,0.67,0.8,0.6,1
29,"Female","CA",1,3,4,2,3,2,5,3,4,4,3,2,4,5,5,0.53,0.47,0.8,0.6,0.93
25,"Unanswered","NZ",4,5,5,3,3,3,5,5,4,3,4,4,4,4,4,0.93,0.6,0.93,0.73,0.8
15,"Unanswered","US",5,4,5,4,5,4,5,5,3,4,4,5,4,4,3,0.93,0.87,0.87,0.87,0.73
22,"Unanswered","ES",4,4,5,4,5,4,5,5,3,3,4,4,4,4,3,0.87,0.87,0.87,0.73,0.73
16,"Unanswered","US",3,2,3,5,4,4,4,1,1,3,5,5,2,4,3,0.53,0.87,0.4,0.87,0.6
43,"Unanswered","NZ",3,2,4,4,5,3,5,4,4,2,3,3,5,3,4,0.6,0.8,0.87,0.53,0.8
51,"Female","US",3,4,4,2,3,3,4,3,4,3,4,4,4,3,4,0.73,0.53,0.73,0.73,0.73
14,"Unanswered","US",4,4,3,5,5,2,5,4,5,4,3,3,4,2,3,0.73,0.8,0.93,0.67,0.6
21,"Unanswered","US",2,3,3,5,4,4,2,2,3,4,4,4,5,3,5,0.53,0.87,0.47,0.8,0.87
19,"Unanswered","IT",1,1,3,4,4,3,4,3,2,1,2,1,2,3,2,0.33,0.73,0.6,0.27,0.47
18,"Unanswered","PH",1,1,1,5,1,5,1,5,5,2,5,4,5,4,4,0.2,0.73,0.73,0.73,0.87
20,"Female","GB",3,2,4,4,4,3,5,3,3,3,4,4,4,5,3,0.6,0.73,0.73,0.73,0.8
44,"Unanswered","US",4,5,5,2,2,1,4,4,5,3,3,3,3,4,4,0.93,0.33,0.87,0.6,0.73
31,"Female","US",3,4,3,3,5,3,3,5,4,4,3,4,4,3,3,0.67,0.73,0.8,0.73,0.67
25,"Female","US",3,5,3,4,4,4,4,4,3,3,5,2,3,5,4,0.73,0.8,0.73,0.67,0.8
55,"Unanswered","US",3,5,5,3,4,3,3,5,4,2,3,1,5,3,3,0.87,0.67,0.8,0.4,0.73
69,"Unanswered","US",4,4,5,1,1,1,5,4,4,5,5,5,5,5,5,0.87,0.2,0.87,1,1
18,"Unanswered","US",1,2,1,5,5,5,5,5,4,5,3,4,5,4,5,0.27,1,0.93,0.8,0.93
14,"Unanswered","VE",3,3,5,5,5,5,5,5,3,2,3,3,5,4,5,0.73,1,0.87,0.53,0.93
17,"Unanswered","US",1,2,2,3,4,3,4,4,4,3,4,3,4,4,3,0.33,0.67,0.8,0.67,0.73
20,"Female","AR",4,2,4,5,5,5,4,2,4,2,5,4,4,4,4,0.67,1,0.67,0.73,0.8
23,"Unanswered","US",5,5,5,4,4,3,5,5,5,1,4,2,5,4,5,1,0.73,1,0.47,0.93
22,"Unanswered","US",1,2,1,2,5,1,4,5,5,5,5,3,5,5,5,0.27,0.53,0.93,0.87,1
26,"Female","US",3,2,2,1,5,2,3,4,4,4,4,4,5,5,4,0.47,0.53,0.73,0.8,0.93
21,"Unanswered","US",1,4,4,4,5,3,4,3,4,5,5,4,5,5,4,0.6,0.8,0.73,0.93,0.93
44,"Female","US",2,3,2,3,3,2,3,4,3,4,3,4,3,4,4,0.47,0.53,0.67,0.73,0.73
50,"Unanswered","US",3,4,4,2,2,2,4,4,4,4,4,4,4,4,4,0.73,0.4,0.8,0.8,0.8
48,"Female","NZ",1,3,1,2,3,1,3,3,4,3,4,2,1,4,1,0.33,0.4,0.67,0.6,0.4
29,"Unanswered","US",3,4,5,3,5,3,5,4,4,4,4,4,4,4,4,0.8,0.73,0.87,0.8,0.8
58,"Unanswered","US",4,4,5,2,3,3,5,5,4,4,4,3,5,3,4,0.87,0.53,0.93,0.73,0.8
21,"Unanswered","PH",3,4,3,4,5,2,5,3,4,4,5,5,4,4,3,0.67,0.73,0.8,0.93,0.73
20,"Unanswered","US",3,5,4,3,5,2,5,5,5,3,5,2,5,5,3,0.8,0.67,1,0.67,0.87
17,"Unanswered","US",5,5,5,3,4,3,5,5,5,4,5,4,5,5,5,1,0.67,1,0.87,1
13,"Unanswered","US",2,2,3,4,4,4,4,4,4,3,3,3,4,4,4,0.47,0.8,0.8,0.6,0.8
16,"Unanswered","US",1,1,1,3,5,4,4,5,3,1,3,1,5,5,3,0.2,0.8,0.8,0.33,0.87
29,"Unanswered","US",2,4,5,1,3,2,5,5,4,3,4,3,5,5,5,0.73,0.4,0.93,0.67,1
20,"Unanswered","US",2,3,3,4,4,4,4,5,4,3,4,4,4,4,4,0.53,0.8,0.87,0.73,0.8
17,"Unanswered","US",2,1,1,2,5,3,1,4,2,1,3,3,5,4,4,0.27,0.67,0.47,0.47,0.87
19,"Unanswered","CA",4,5,5,2,2,1,5,5,5,4,5,5,5,4,5,0.93,0.33,1,0.93,0.93
28,"Female","TH",3,1,2,5,5,3,5,5,4,4,5,2,5,5,5,0.4,0.87,0.93,0.73,1
18,"Unanswered","US",1,2,2,4,4,4,5,5,2,3,4,5,4,4,3,0.33,0.8,0.8,0.8,0.73
18,"Unanswered","US",1,1,2,5,5,5,3,4,3,3,5,1,4,4,3,0.27,1,0.67,0.6,0.73
22,"Female","MY",3,4,5,4,4,4,4,4,4,5,4,3,5,4,5,0.8,0.8,0.8,0.8,0.93
18,"Unanswered","AU",5,5,5,2,2,2,4,4,5,2,5,3,4,5,4,1,0.4,0.87,0.67,0.87
45,"Unanswered","AU",1,3,4,4,5,5,3,4,3,5,5,4,4,5,5,0.53,0.93,0.67,0.93,0.93
23,"Female","IN",1,3,3,2,4,2,3,2,3,4,3,4,4,5,5,0.47,0.53,0.53,0.73,0.93
34,"Unanswered","CA",3,4,4,2,5,4,5,5,5,3,4,2,5,4,5,0.73,0.73,1,0.6,0.93
30,"Female","MX",3,4,4,2,2,2,5,4,3,4,3,3,4,4,4,0.73,0.4,0.8,0.67,0.8
16,"Unanswered","US",1,1,1,5,5,4,5,5,4,3,3,4,5,3,5,0.2,0.93,0.93,0.67,0.87
19,"Unanswered","NZ",1,4,3,3,4,3,5,5,3,2,3,2,3,3,3,0.53,0.67,0.87,0.47,0.6
22,"Female","PH",2,5,4,4,4,4,4,4,3,4,3,3,3,4,4,0.73,0.8,0.73,0.67,0.73
18,"Female","US",3,3,4,2,2,3,4,4,4,4,4,2,4,5,4,0.67,0.47,0.8,0.67,0.87
17,"Unanswered","US",4,5,4,2,2,2,5,5,3,3,3,3,5,3,5,0.87,0.4,0.87,0.6,0.87
44,"Female","DE",3,3,3,1,1,1,1,2,3,3,4,3,4,3,4,0.6,0.2,0.4,0.67,0.73
30,"Female","AU",4,4,5,3,3,2,5,5,4,2,3,2,5,3,4,0.87,0.53,0.93,0.47,0.8
26,"Female","US",3,4,5,2,4,2,4,2,4,4,5,5,5,4,4,0.8,0.53,0.67,0.93,0.87
30,"Unanswered","US",2,1,4,5,5,4,4,4,3,2,3,1,5,3,4,0.47,0.93,0.73,0.4,0.8
21,"Unanswered","IN",1,1,4,4,4,2,5,4,5,2,5,2,3,4,4,0.4,0.67,0.93,0.6,0.73
21,"Female","US",1,4,3,4,5,3,2,2,3,3,4,3,5,4,4,0.53,0.8,0.47,0.67,0.87
48,"Unanswered","PH",1,4,4,2,2,2,4,4,4,5,5,5,3,5,4,0.6,0.4,0.8,1,0.8
23,"Unanswered","PH",1,1,1,5,5,5,2,2,1,1,5,4,4,4,2,0.2,1,0.33,0.67,0.67
34,"Female","LK",5,2,2,4,5,5,4,5,3,2,4,2,5,5,5,0.6,0.93,0.8,0.53,1
35,"Female","US",1,3,2,4,4,2,3,3,3,2,4,2,4,4,4,0.4,0.67,0.6,0.53,0.8
27,"Unanswered","US",2,2,2,5,5,2,3,4,4,4,4,4,3,4,3,0.4,0.8,0.73,0.8,0.67
20,"Female","US",2,3,3,2,3,3,4,3,3,2,4,2,3,4,3,0.53,0.53,0.67,0.53,0.67
22,"Female","ID",4,4,4,1,4,3,4,4,4,4,4,4,4,4,4,0.8,0.53,0.8,0.8,0.8
20,"Unanswered","PH",2,3,4,1,2,2,4,4,5,3,4,4,5,4,4,0.6,0.33,0.87,0.73,0.87
44,"Female","GR",2,2,2,4,4,4,3,4,3,4,5,2,4,4,4,0.4,0.8,0.67,0.73,0.8
21,"Female","US",4,3,4,4,5,3,5,4,4,4,5,4,5,4,5,0.73,0.8,0.87,0.87,0.93
21,"Unanswered","AU",2,4,3,3,4,3,5,5,5,3,4,4,5,4,5,0.6,0.67,1,0.73,0.93
18,"Unanswered","US",1,2,4,5,5,3,5,5,3,1,3,1,3,3,3,0.47,0.87,0.87,0.33,0.6
50,"Female","AU",4,4,4,4,2,4,3,3,4,4,3,2,5,5,5,0.8,0.67,0.67,0.6,1
25,"Female","MY",4,5,5,3,3,3,5,5,4,4,3,3,4,5,4,0.93,0.6,0.93,0.67,0.87
31,"Unanswered","US",3,3,2,4,5,1,4,5,5,4,5,3,4,3,3,0.53,0.67,0.93,0.8,0.67
22,"Female","US",5,4,4,3,4,3,5,4,4,3,4,3,4,4,4,0.87,0.67,0.87,0.67,0.8
22,"Unanswered","IN",1,3,4,5,5,5,5,5,4,3,4,2,4,4,4,0.53,1,0.93,0.6,0.8
39,"Female","AE",1,3,2,3,4,3,4,5,3,5,3,4,5,4,4,0.4,0.67,0.8,0.8,0.87
24,"Unanswered","IN",2,2,1,4,4,4,2,5,3,4,5,4,3,5,3,0.33,0.8,0.67,0.87,0.73
49,"Unanswered","HK",1,5,2,1,3,1,4,4,4,4,5,5,4,4,5,0.53,0.33,0.8,0.93,0.87
28,"Unanswered","IN",3,4,5,5,5,5,5,5,5,4,5,5,3,5,4,0.8,1,1,0.93,0.8
27,"Unanswered","IN",1,5,1,1,5,5,3,1,5,5,5,3,5,5,5,0.47,0.73,0.6,0.87,1
35,"Unanswered","DK",3,4,2,4,2,2,4,4,4,2,4,1,4,4,4,0.6,0.53,0.8,0.47,0.8
22,"Female","US",1,2,1,5,5,2,4,5,2,2,3,2,4,4,4,0.27,0.8,0.73,0.47,0.8
36,"Unanswered","US",3,1,5,3,5,3,1,5,5,4,4,1,5,5,5,0.6,0.73,0.73,0.6,1
39,"Female","GB",5,5,5,4,4,4,5,4,5,4,4,3,5,5,5,1,0.8,0.93,0.73,1
18,"Unanswered","PH",2,3,3,4,4,4,3,4,3,3,4,4,3,4,3,0.53,0.8,0.67,0.73,0.67
27,"Female","VN",3,4,3,1,2,1,3,5,5,4,4,5,4,5,4,0.67,0.27,0.87,0.87,0.87
31,"Female","IN",4,5,5,1,5,2,4,4,5,2,1,2,4,4,4,0.93,0.53,0.87,0.33,0.8
40,"Female","AU",3,3,3,4,4,4,1,4,5,3,4,4,3,4,3,0.6,0.8,0.67,0.73,0.67
14,"Unanswered","AU",3,4,3,3,2,4,5,5,4,2,2,2,3,3,3,0.67,0.6,0.93,0.4,0.6
20,"Unanswered","US",1,2,1,4,5,4,2,4,3,3,4,2,5,4,3,0.27,0.87,0.6,0.6,0.8
18,"Female","IN",3,2,4,2,4,4,3,3,4,2,2,1,3,2,5,0.6,0.67,0.67,0.33,0.67
17,"Unanswered","PH",1,2,5,3,5,5,2,4,1,2,4,3,5,5,5,0.53,0.87,0.47,0.6,1
44,"Unanswered","IN",2,3,3,4,4,4,4,4,4,2,2,2,4,4,2,0.53,0.8,0.8,0.4,0.67
18,"Female","US",3,3,1,2,1,5,4,4,2,2,2,2,5,5,4,0.47,0.53,0.67,0.4,0.93
37,"Female","AU",1,2,3,5,5,5,4,4,2,5,4,3,2,3,4,0.4,1,0.67,0.8,0.6
32,"Unanswered","VN",3,4,4,3,3,2,4,4,4,4,4,4,4,4,3,0.73,0.53,0.8,0.8,0.73
